TIME,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,Load,year,month,day,hour,weekday,load_lag_1,load_lag_24,load_rolling_mean_24,load_rolling_std_24
2024-01-02 01:00:00,10942.11,1785.57,6196.63,1323.68,14188.06,2941.02,7058.15,1329.84,45765.06,2024,1,2,1,1,46594.65,41223.48,45439.474166666674,2430.941438936447
2024-01-02 02:00:00,10812.57,1798.18,6217.12,1313.24,14132.32,2870.03,6891.75,1322.64,45357.84,2024,1,2,2,1,45765.06,41479.4,45601.07583333333,2280.500219659897
2024-01-02 03:00:00,10760.42,1840.92,6209.98,1294.33,14258.44,2816.56,6828.46,1332.85,45341.96,2024,1,2,3,1,45357.84,41472.77,45762.292083333334,2106.0588006593257
2024-01-02 04:00:00,10866.23,1870.76,6138.48,1288.47,14438.93,2795.96,6834.45,1338.95,45572.24,2024,1,2,4,1,45341.96,41477.44,45932.908749999995,1899.5840018719707
2024-01-02 05:00:00,11170.62,1900.63,6149.67,1311.71,14882.02,2804.34,6977.68,1361.61,46558.29,2024,1,2,5,1,45572.24,42184.19,46115.16291666666,1726.2003666597739
2024-01-02 06:00:00,11743.53,2054.22,6240.95,1364.42,15769.71,2935.17,7350.22,1402.8,48861.01,2024,1,2,6,1,46558.29,43149.5,46353.142499999994,1692.951553461406
2024-01-02 07:00:00,12498.12,2162.59,6349.59,1444.52,16793.64,3078.03,7865.65,1472.87,51665.01,2024,1,2,7,1,48861.01,44467.65,46653.0325,1960.7273740613393
2024-01-02 08:00:00,12940.49,2288.03,6440.75,1497.04,17377.1,3122.74,8253.26,1531.12,53450.53,2024,1,2,8,1,51665.01,45310.82,46992.18708333333,2378.0354526912197
2024-01-02 09:00:00,13198.53,2261.65,6307.75,1485.5,17359.15,3188.09,8467.07,1532.97,53800.71,2024,1,2,9,1,53450.53,46036.22,47315.7075,2742.5499902720635
2024-01-02 10:00:00,13390.77,2184.69,6547.15,1551.76,17091.19,3272.26,8527.05,1543.94,54108.82,2024,1,2,10,1,53800.71,46495.65,47632.92291666666,3064.915195442825
2024-01-02 11:00:00,13452.06,2052.04,6497.36,1519.12,16333.29,3350.85,8531.66,1528.57,53264.97,2024,1,2,11,1,54108.82,46658.93,47908.17458333333,3263.821361253357
2024-01-02 12:00:00,13448.31,1914.87,6511.61,1460.57,15376.63,3388.38,8481.84,1512.78,52094.97,2024,1,2,12,1,53264.97,46279.24,48150.496666666666,3352.317403337402
2024-01-02 13:00:00,13315.75,1797.74,6543.95,1416.66,14761.58,3427.95,8509.96,1510.93,51284.53,2024,1,2,13,1,52094.97,45671.31,48384.38083333333,3367.605848675589
2024-01-02 14:00:00,13252.83,1680.69,6577.97,1390.96,14969.99,3449.9,8525.79,1501.6,51349.73,2024,1,2,14,1,51284.53,44589.75,48666.04666666666,3318.77208575789
2024-01-02 15:00:00,13094.92,1676.86,6576.21,1383.03,15178.54,3453.6,8524.37,1485.46,51372.99,2024,1,2,15,1,51349.73,43918.99,48976.63,3201.9397291017167
2024-01-02 16:00:00,13082.36,1663.15,6581.8,1375.01,15396.99,3464.83,8532.28,1487.19,51583.61,2024,1,2,16,1,51372.99,43782.11,49301.692500000005,3043.7601620839155
2024-01-02 17:00:00,13101.7,1732.78,6584.54,1396.02,15719.6,3543.25,8649.3,1492.81,52220.01,2024,1,2,17,1,51583.61,44363.47,49629.04833333334,2909.068262842131
2024-01-02 18:00:00,13539.68,1860.87,6470.39,1416.06,16359.19,3586.51,8934.15,1525.95,53692.81,2024,1,2,18,1,52220.01,46787.29,49916.77833333333,2956.8876176607273
2024-01-02 19:00:00,13621.87,1895.98,6376.39,1433.34,16520.94,3745.09,9059.96,1542.1,54195.66,2024,1,2,19,1,53692.81,48887.94,50137.93333333334,3072.8101570169665
2024-01-02 20:00:00,13471.65,1863.84,6481.62,1425.97,16299.13,3723.15,8941.5,1549.36,53756.22,2024,1,2,20,1,54195.66,49122.19,50331.017916666664,3150.8124289500115
2024-01-02 21:00:00,13175.86,1854.33,6238.62,1312.03,15911.69,3650.48,8732.78,1537.94,52413.72,2024,1,2,21,1,53756.22,49255.31,50462.61833333334,3169.831215570596
2024-01-02 22:00:00,12822.87,1854.17,6153.27,1293.95,15408.08,3496.35,8443.2,1484.37,50956.26,2024,1,2,22,1,52413.72,48927.28,50547.15916666667,3154.120666731631
2024-01-02 23:00:00,12347.5,1773.17,6160.18,1266.65,14562.99,3331.57,8023.32,1429.34,48894.7,2024,1,2,23,1,50956.26,47870.22,50589.84583333333,3123.0967178370347
2024-01-03 00:00:00,11909.31,1675.46,6065.86,1153.05,13694.59,3198.66,7585.57,1364.36,46646.87,2024,1,3,0,2,48894.7,46594.65,50592.02166666667,3120.209138473647
2024-01-03 01:00:00,11634.19,1632.18,6090.89,1176.78,13121.7,3104.37,7265.69,1299.86,45325.66,2024,1,3,1,2,46646.87,45765.06,50573.713333333326,3150.9017215279027
2024-01-03 02:00:00,11418.28,1626.73,6052.95,1223.62,12734.45,2984.92,7108.66,1281.34,44430.95,2024,1,3,2,2,45325.66,45357.84,50535.09291666667,3222.479385792298
2024-01-03 03:00:00,11347.98,1622.4,6148.15,1198.11,12717.96,2865.63,7054.93,1275.05,44230.2,2024,1,3,3,2,44430.95,45341.96,50488.76958333334,3307.252457357888
2024-01-03 04:00:00,11361.37,1633.07,6254.29,1185.01,12735.3,2879.46,7091.59,1278.37,44418.46,2024,1,3,4,2,44230.2,45572.24,50440.69541666668,3389.1967822697484
2024-01-03 05:00:00,11553.8,1671.64,6259.94,1229.31,13071.45,2888.78,7266.89,1297.75,45239.56,2024,1,3,5,2,44418.46,46558.29,50385.74833333333,3464.724962431034
2024-01-03 06:00:00,12080.32,1769.61,6355.3,1275.39,13778.17,3009.55,7686.37,1341.15,47295.85,2024,1,3,6,2,45239.56,48861.01,50320.53333333333,3509.1180070950622
2024-01-03 07:00:00,12754.4,1891.89,6307.72,1344.05,14685.97,3252.08,8273.37,1408.36,49917.83,2024,1,3,7,2,47295.85,51665.01,50247.73416666667,3498.1191874254428
2024-01-03 08:00:00,13196.85,1939.15,6326.34,1388.47,15344.21,3383.35,8606.26,1447.23,51631.86,2024,1,3,8,2,49917.83,53450.53,50171.956249999996,3445.017565966209
2024-01-03 09:00:00,13368.72,1977.27,6327.03,1366.32,15547.08,3391.39,8695.09,1433.15,52106.05,2024,1,3,9,2,51631.86,53800.71,50101.34541666667,3384.2381596389355
2024-01-03 10:00:00,13487.66,1959.16,6464.19,1435.92,15516.22,3454.45,8666.36,1424.25,52408.21,2024,1,3,10,2,52106.05,54108.82,50030.486666666664,3313.751524084297
2024-01-03 11:00:00,13361.12,1895.87,6466.08,1403.15,15269.34,3406.18,8621.34,1421.91,51844.97,2024,1,3,11,2,52408.21,53264.97,49971.32,3265.819568381891
2024-01-03 12:00:00,13007.47,1833.0,6450.53,1354.72,14669.03,3397.79,8557.27,1392.78,50662.58,2024,1,3,12,2,51844.97,52094.97,49911.637083333335,3238.294930282156
2024-01-03 13:00:00,12718.42,1766.82,6433.49,1319.96,14084.51,3337.87,8570.52,1383.99,49615.58,2024,1,3,13,2,50662.58,51284.53,49842.0975,3225.4254860853825
2024-01-03 14:00:00,12563.27,1692.86,6368.98,1289.61,13460.33,3359.36,8481.32,1337.86,48553.6,2024,1,3,14,2,49615.58,51349.73,49725.59208333333,3219.0938894312685
2024-01-03 15:00:00,12407.94,1608.59,6276.89,1252.64,12969.27,3337.74,8363.89,1277.21,47494.18,2024,1,3,15,2,48553.6,51372.99,49563.975000000006,3230.1393415710763
2024-01-03 16:00:00,12276.71,1565.99,6259.85,1232.06,12734.81,3409.09,8308.08,1259.15,47045.74,2024,1,3,16,2,47494.18,51583.61,49374.89708333334,3239.5784400570465
2024-01-03 17:00:00,12281.99,1592.19,6294.03,1246.64,12897.14,3459.24,8373.59,1269.16,47413.98,2024,1,3,17,2,47045.74,52220.01,49174.645833333336,3204.4133260618523
2024-01-03 18:00:00,12700.77,1716.97,6328.13,1292.52,13709.63,3521.44,8672.89,1302.59,49244.93,2024,1,3,18,2,47413.98,53692.81,48989.317500000005,3056.972812223193
2024-01-03 19:00:00,13036.05,1843.63,6377.86,1344.17,14434.86,3689.97,8985.59,1368.16,51080.3,2024,1,3,19,2,49244.93,54195.66,48859.510833333334,2887.745584575293
2024-01-03 20:00:00,13035.14,1852.87,6355.51,1353.73,14496.07,3675.15,8877.86,1389.81,51036.15,2024,1,3,20,2,51080.3,53756.22,48746.17458333333,2736.6309799824794
2024-01-03 21:00:00,12968.89,1899.06,6300.27,1359.91,14374.74,3705.25,8701.67,1376.86,50686.65,2024,1,3,21,2,51036.15,52413.72,48674.21333333334,2657.5626551339046
2024-01-03 22:00:00,12704.77,1881.43,6305.25,1349.57,14145.44,3678.28,8348.37,1366.84,49779.96,2024,1,3,22,2,50686.65,50956.26,48625.200833333336,2624.284485633838
2024-01-03 23:00:00,12241.84,1814.79,6251.4,1314.76,13590.06,3583.67,7938.4,1339.92,48074.84,2024,1,3,23,2,49779.96,48894.7,48591.04,2625.959440070563
2024-01-04 00:00:00,11858.65,1748.44,6222.06,1282.2,13137.46,3364.47,7573.3,1316.68,46503.25,2024,1,4,0,3,48074.84,46646.87,48585.055833333325,2630.7418296629676
2024-01-04 01:00:00,11566.61,1683.5,6238.32,1268.74,12806.93,3324.8,7325.28,1269.2,45483.37,2024,1,4,1,3,46503.25,45325.66,48591.62708333333,2622.430143043538
2024-01-04 02:00:00,11411.73,1734.37,6173.93,1278.63,12711.92,3244.03,7245.53,1261.61,45061.76,2024,1,4,2,3,45483.37,44430.95,48617.910833333335,2581.761822192311
2024-01-04 03:00:00,11428.47,1784.71,6186.59,1284.53,12820.25,3176.85,7208.5,1264.78,45154.69,2024,1,4,3,3,45061.76,44230.2,48656.431249999994,2519.5983538933133
2024-01-04 04:00:00,11512.39,1815.34,6177.08,1299.2,13011.7,3179.98,7235.53,1282.88,45514.1,2024,1,4,4,3,45154.69,44418.46,48702.082916666666,2448.3931951072914
2024-01-04 05:00:00,11832.96,1892.2,6148.17,1335.32,13621.79,3185.62,7449.96,1308.91,46774.94,2024,1,4,5,3,45514.1,45239.56,48766.05708333334,2372.8817802254603
2024-01-04 06:00:00,12455.87,2022.14,6189.52,1375.28,14531.17,3340.85,7894.78,1356.01,49165.62,2024,1,4,6,3,46774.94,47295.85,48843.96416666667,2353.124989904353
2024-01-04 07:00:00,13285.91,2178.3,6202.29,1454.94,15742.86,3574.08,8512.1,1432.25,52382.73,2024,1,4,7,3,49165.62,49917.83,48946.668333333335,2453.675648379246
2024-01-04 08:00:00,13658.66,2273.91,6231.34,1469.74,16458.42,3704.36,8827.44,1473.65,54097.53,2024,1,4,8,3,52382.73,51631.86,49049.404583333344,2617.1662757580134
2024-01-04 09:00:00,13594.7,2196.92,6261.08,1473.28,16339.18,3671.43,8839.19,1467.13,53842.9,2024,1,4,9,3,54097.53,52106.05,49121.77333333334,2727.067924467229
2024-01-04 10:00:00,13321.67,2037.55,6236.9,1448.82,15598.22,3546.49,8684.69,1459.8,52334.14,2024,1,4,10,3,53842.9,52408.21,49118.68708333333,2723.2261296651727
2024-01-04 11:00:00,13021.83,1886.7,6248.36,1423.8,14826.51,3419.31,8449.99,1457.72,50734.23,2024,1,4,11,3,52334.14,51844.97,49072.40625,2684.0353066326416
2024-01-04 12:00:00,12747.36,1764.77,6377.7,1378.91,14148.03,3310.85,8158.13,1441.85,49327.6,2024,1,4,12,3,50734.23,50662.58,49016.78208333333,2663.4013989274226
2024-01-04 13:00:00,12512.68,1666.2,6512.82,1357.2,13560.11,3227.74,8023.55,1414.22,48274.51,2024,1,4,13,3,49327.6,49615.58,48960.90416666667,2664.3600583693824
2024-01-04 14:00:00,12398.27,1580.44,6527.97,1341.28,13203.16,3197.81,7902.24,1402.69,47553.87,2024,1,4,14,3,48274.51,48553.6,48919.248750000006,2678.7808572498006
2024-01-04 15:00:00,12291.31,1523.23,6521.16,1327.13,12910.79,3189.62,7848.94,1369.05,46981.22,2024,1,4,15,3,47553.87,47494.18,48897.87541666667,2692.655946760735
2024-01-04 16:00:00,12252.61,1528.36,6455.42,1319.68,12761.47,3178.73,7882.47,1352.02,46730.76,2024,1,4,16,3,46981.22,47045.74,48884.75125,2702.8242786812552
2024-01-04 17:00:00,12302.78,1563.53,6398.23,1282.57,12941.1,3215.2,8010.92,1376.7,47091.03,2024,1,4,17,3,46730.76,47413.98,48871.295000000006,2711.2557737810193
2024-01-04 18:00:00,12709.69,1665.94,6347.66,1329.45,13706.03,3319.15,8298.3,1398.21,48774.43,2024,1,4,18,3,47091.03,49244.93,48851.690833333334,2710.137466306383
2024-01-04 19:00:00,12988.58,1763.84,6479.5,1398.32,14311.1,3476.42,8475.63,1430.52,50323.91,2024,1,4,19,3,48774.43,51080.3,48820.17458333333,2687.3967431326296
2024-01-04 20:00:00,12931.55,1782.17,6546.12,1388.3,14294.41,3466.81,8339.44,1428.43,50177.22,2024,1,4,20,3,50323.91,51036.15,48784.385833333334,2662.204170538786
2024-01-04 21:00:00,12749.33,1734.57,6563.76,1365.62,14117.81,3421.79,8144.88,1407.41,49505.17,2024,1,4,21,3,50177.22,50686.65,48735.1575,2636.296584006758
2024-01-04 22:00:00,12415.02,1688.11,6499.56,1336.08,13739.36,3366.19,7835.07,1379.38,48258.76,2024,1,4,22,3,49505.17,49779.96,48671.77416666667,2628.359516477949
2024-01-04 23:00:00,11894.2,1662.77,6407.73,1298.23,13028.75,3250.22,7402.26,1344.31,46288.47,2024,1,4,23,3,48258.76,48074.84,48597.342083333344,2670.947896481998
2024-01-05 00:00:00,11348.51,1599.77,6355.94,1228.49,12358.01,3075.21,6977.36,1299.58,44242.86,2024,1,5,0,4,46288.47,46503.25,48503.15916666667,2785.4009449049868
2024-01-05 01:00:00,11007.94,1528.63,6392.93,1211.78,11925.79,3029.72,6567.05,1238.31,42902.16,2024,1,5,1,4,44242.86,45483.37,48395.60875000001,2951.926405587168
2024-01-05 02:00:00,10809.16,1519.23,6383.45,1201.43,11711.08,2918.84,6431.72,1227.62,42202.53,2024,1,5,2,4,42902.16,45061.76,48276.474166666674,3143.786434368766
2024-01-05 03:00:00,10692.4,1528.95,6276.96,1183.6,11660.48,2882.26,6402.25,1227.62,41854.51,2024,1,5,3,4,42202.53,45154.69,48138.966666666674,3351.5754258358465
2024-01-05 04:00:00,10709.25,1550.44,6258.86,1209.38,11794.36,2781.11,6444.0,1244.38,41991.78,2024,1,5,4,4,41854.51,45514.1,47992.20333333333,3543.158512814183
2024-01-05 05:00:00,10909.67,1589.46,6264.13,1215.14,12161.94,2787.57,6636.39,1280.15,42844.44,2024,1,5,5,4,41991.78,46774.94,47828.4325,3689.676536619507
2024-01-05 06:00:00,11363.73,1692.71,6257.54,1263.91,12796.57,2949.99,7075.11,1332.25,44731.81,2024,1,5,6,4,42844.44,49165.62,47643.69041666666,3730.5861932030607
2024-01-05 07:00:00,12028.49,1814.57,6308.57,1333.42,13777.93,3151.27,7659.3,1407.32,47480.85,2024,1,5,7,4,44731.81,52382.73,47439.44541666666,3591.439842551938
2024-01-05 08:00:00,12473.77,1875.17,6360.56,1380.52,14443.54,3256.84,8084.04,1459.07,49333.51,2024,1,5,8,4,47480.85,54097.53,47240.94458333333,3329.550509344797
2024-01-05 09:00:00,12751.68,1941.83,6329.2,1420.78,14774.2,3287.3,7957.06,1444.96,49907.0,2024,1,5,9,4,49333.51,53842.9,47076.94875,3077.6361385426503
2024-01-05 10:00:00,13065.17,1975.52,6362.14,1417.66,14989.43,3265.14,7668.38,1408.99,50152.42,2024,1,5,10,4,49907.0,52334.14,46986.043750000004,2944.962913643843
2024-01-05 11:00:00,13181.95,1958.82,6319.73,1403.55,15014.06,3232.75,7337.83,1362.05,49810.74,2024,1,5,11,4,50152.42,50734.23,46947.565,2899.542879581292
2024-01-05 12:00:00,13072.64,1911.71,6218.71,1389.18,14667.47,3191.57,7053.5,1327.59,48832.37,2024,1,5,12,4,49810.74,49327.6,46926.93041666667,2883.587208626111
2024-01-05 13:00:00,12854.49,1806.2,6198.56,1370.83,14362.95,3179.38,6866.88,1281.98,47921.28,2024,1,5,13,4,48832.37,48274.51,46912.2125,2877.304678635539
2024-01-05 14:00:00,12598.95,1808.51,6194.27,1363.28,13871.56,3248.52,6752.79,1231.93,47069.79,2024,1,5,14,4,47921.28,47553.87,46892.0425,2874.3062175574246
2024-01-05 15:00:00,12393.03,1789.85,6174.48,1353.16,13421.53,3267.91,6715.85,1195.34,46311.16,2024,1,5,15,4,47069.79,46981.22,46864.12333333333,2876.655649384606
2024-01-05 16:00:00,12236.34,1721.33,6180.18,1347.1,13214.6,3311.49,6767.19,1170.83,45949.06,2024,1,5,16,4,46311.16,46730.76,46831.5525,2882.6504424186132
2024-01-05 17:00:00,12134.82,1796.33,6219.64,1325.75,13199.96,3328.14,6857.04,1166.97,46028.66,2024,1,5,17,4,45949.06,47091.03,46787.28708333333,2886.6467210987903
2024-01-05 18:00:00,12365.86,1844.76,6253.7,1348.4,13892.24,3272.99,7179.68,1196.86,47354.49,2024,1,5,18,4,46028.66,48774.43,46728.12291666667,2858.56262402977
2024-01-05 19:00:00,12559.54,1889.29,6320.64,1382.9,14309.49,3419.53,7600.49,1271.67,48753.55,2024,1,5,19,4,47354.49,50323.91,46662.69125,2789.823628410522
2024-01-05 20:00:00,12467.65,1891.15,6281.74,1385.79,14163.14,3413.5,7667.86,1304.83,48575.66,2024,1,5,20,4,48753.55,50177.22,46595.95958333334,2720.3926148987443
2024-01-05 21:00:00,12390.84,1901.9,6261.0,1357.83,13985.97,3400.43,7657.48,1337.6,48293.05,2024,1,5,21,4,48575.66,49505.17,46545.45458333333,2674.905281011383
2024-01-05 22:00:00,12361.51,1863.87,6312.71,1304.9,13816.24,3409.39,7589.41,1342.93,48000.96,2024,1,5,22,4,48293.05,48258.76,46534.712916666664,2668.2353018615095
2024-01-05 23:00:00,12155.56,1815.84,6311.21,1333.19,13394.98,3397.77,7412.58,1332.26,47153.4,2024,1,5,23,4,48000.96,46288.47,46570.75166666667,2670.604869910291
2024-01-06 00:00:00,11889.17,1782.71,6334.82,1305.12,12868.73,3276.62,7203.75,1328.83,45989.75,2024,1,6,0,5,47153.4,44242.86,46643.53875000001,2627.863496837605
2024-01-06 01:00:00,11568.27,1734.21,6243.94,1268.97,12427.42,3228.93,7137.07,1316.51,44925.32,2024,1,6,1,5,45989.75,42902.16,46727.837083333325,2533.378415751508
2024-01-06 02:00:00,11410.68,1702.37,6328.85,1238.02,12256.12,3146.78,7073.91,1327.83,44484.58,2024,1,6,2,5,44925.32,42202.53,46822.92249999999,2395.2030957588445
2024-01-06 03:00:00,11298.96,1648.86,6338.03,1226.54,12265.85,3155.98,7091.96,1352.17,44378.34,2024,1,6,3,5,44484.58,41854.51,46928.082083333335,2216.307219780717
2024-01-06 04:00:00,11329.04,1678.85,6300.13,1214.4,12468.85,3151.53,7158.23,1386.49,44687.51,2024,1,6,4,5,44378.34,41991.78,47040.404166666674,2014.3690555971195
2024-01-06 05:00:00,11478.48,1730.95,6346.8,1224.53,12783.73,3219.67,7372.75,1443.92,45600.84,2024,1,6,5,5,44687.51,42844.44,47155.25416666666,1835.3575540925583
2024-01-06 06:00:00,11738.68,1790.79,6376.5,1253.35,13343.9,3318.37,7659.71,1488.03,46969.33,2024,1,6,6,5,45600.84,44731.81,47248.48416666667,1762.2767050483067
2024-01-06 07:00:00,12141.68,1872.82,6406.96,1320.35,14009.1,3484.19,8062.99,1552.22,48850.31,2024,1,6,7,5,46969.33,47480.85,47305.545000000006,1792.0470545258843
2024-01-06 08:00:00,12427.13,1943.58,6386.92,1360.84,14577.31,3624.16,8468.92,1617.0,50405.88,2024,1,6,8,5,48850.31,49333.51,47350.22708333333,1857.0016763226545
2024-01-06 09:00:00,12490.01,1967.42,6396.08,1391.61,14950.38,3696.42,8537.51,1622.89,51052.32,2024,1,6,9,5,50405.88,49907.0,47397.94875,1938.4913209466365
2024-01-06 10:00:00,12370.29,1939.26,6436.2,1374.13,15138.44,3585.8,8074.11,1523.01,50441.24,2024,1,6,10,5,51052.32,50152.42,47409.98291666667,1957.1413479991052
2024-01-06 11:00:00,12134.93,1896.05,6401.62,1383.83,15120.54,3457.41,7609.7,1416.81,49420.91,2024,1,6,11,5,50441.24,49810.74,47393.74,1937.873252397234
2024-01-06 12:00:00,11882.34,1845.53,6386.0,1360.97,14619.38,3305.99,7195.34,1309.09,47904.64,2024,1,6,12,5,49420.91,48832.37,47355.08458333334,1917.0699315633426
2024-01-06 13:00:00,11657.36,1767.59,6373.72,1316.78,13885.79,3110.92,6867.12,1250.74,46230.02,2024,1,6,13,5,47904.64,47921.28,47284.61541666667,1926.4139381085947
2024-01-06 14:00:00,11431.68,1711.54,6323.5,1263.48,13272.77,3074.59,6586.49,1197.6,44861.67,2024,1,6,14,5,46230.02,47069.79,47192.61041666666,1988.838219462707
2024-01-06 15:00:00,11268.61,1624.83,6306.38,1228.15,13010.78,3094.35,6482.88,1155.4,44171.37,2024,1,6,15,5,44861.67,46311.16,47103.45249999999,2076.11825554591
2024-01-06 16:00:00,11219.21,1571.81,6211.07,1219.72,12959.74,3195.08,6512.98,1148.86,44038.46,2024,1,6,16,5,44171.37,45949.06,47023.84416666667,2157.3494058237525
2024-01-06 17:00:00,11180.81,1627.27,6145.02,1232.63,13205.16,3314.16,6677.38,1153.95,44536.37,2024,1,6,17,5,44038.46,46028.66,46961.66541666666,2208.1858187208677
2024-01-06 18:00:00,11480.37,1710.34,6187.41,1262.7,13722.41,3319.6,6962.88,1192.26,45837.96,2024,1,6,18,5,44536.37,47354.49,46898.47666666666,2218.1320098828205
2024-01-06 19:00:00,11867.08,1807.24,6373.84,1374.13,14371.47,3371.03,7359.05,1276.21,47800.05,2024,1,6,19,5,45837.96,48753.55,46858.7475,2191.8443370233754
2024-01-06 20:00:00,11849.34,1858.53,6443.53,1397.82,14455.7,3381.75,7384.88,1307.62,48079.17,2024,1,6,20,5,47800.05,48575.66,46838.06041666667,2177.2294756719466
2024-01-06 21:00:00,11842.17,1916.26,6487.87,1400.45,14604.95,3339.9,7439.83,1331.83,48363.26,2024,1,6,21,5,48079.17,48293.05,46840.98583333333,2179.3156290329403
2024-01-06 22:00:00,11732.77,1922.74,6576.39,1376.2,14480.79,3259.13,7386.05,1339.56,48073.62,2024,1,6,22,5,48363.26,48000.96,46844.013333333336,2181.046906530026
2024-01-06 23:00:00,11559.08,1891.25,6634.01,1311.92,14229.29,3210.39,7273.06,1326.81,47435.8,2024,1,6,23,5,48073.62,47153.4,46855.78,2183.5489404995387
2024-01-07 00:00:00,11326.18,1865.27,6611.15,1290.81,13878.7,3156.5,7130.17,1322.3,46581.08,2024,1,7,0,6,47435.8,45989.75,46880.41874999999,2176.6773635507298
2024-01-07 01:00:00,11030.58,1847.2,6296.95,1165.23,13523.97,3034.54,7039.6,1335.48,45273.55,2024,1,7,1,6,46581.08,44925.32,46894.92833333334,2164.203069714682
2024-01-07 02:00:00,10911.53,1827.92,6310.72,1161.21,13408.14,2983.0,7016.71,1340.51,44959.74,2024,1,7,2,6,45273.55,44484.58,46914.72666666666,2143.2664094334914
2024-01-07 03:00:00,10913.52,1873.63,6455.48,1222.69,13507.67,2955.58,7088.94,1368.66,45386.19,2024,1,7,3,6,44959.74,44378.34,46956.72041666667,2100.8635321768006
2024-01-07 04:00:00,10915.43,1889.73,6420.17,1215.3,13677.52,2991.72,7195.79,1394.21,45699.88,2024,1,7,4,6,45386.19,44687.51,46998.9025,2063.145154973168
2024-01-07 05:00:00,11061.72,1931.08,6438.57,1305.82,14040.39,2993.59,7363.6,1435.54,46570.33,2024,1,7,5,6,45699.88,45600.84,47039.29791666667,2043.9836964656379
2024-01-07 06:00:00,11313.44,2014.46,6443.96,1371.14,14603.91,3005.79,7627.9,1483.66,47864.27,2024,1,7,6,6,46570.33,46969.33,47076.58708333334,2050.8037336901184
2024-01-07 07:00:00,11669.94,2120.64,6455.45,1407.57,15366.1,3082.79,7988.7,1547.53,49638.74,2024,1,7,7,6,47864.27,48850.31,47109.43833333333,2086.45674912128
2024-01-07 08:00:00,11973.57,2193.25,6352.49,1461.32,16086.59,3126.87,8446.13,1609.65,51249.87,2024,1,7,8,6,49638.74,50405.88,47144.604583333334,2150.560163409388
2024-01-07 09:00:00,12224.58,2184.32,6288.26,1482.61,16063.96,3222.65,8491.61,1597.95,51555.93,2024,1,7,9,6,51249.87,51052.32,47165.588333333326,2192.396860951562
2024-01-07 10:00:00,12099.04,2011.98,6255.72,1414.83,15115.17,3278.53,8027.46,1505.69,49708.4,2024,1,7,10,6,51555.93,50441.24,47135.05333333334,2149.4742731081346
2024-01-07 11:00:00,11905.05,1812.8,6219.97,1346.46,14117.82,3293.94,7537.79,1388.78,47622.6,2024,1,7,11,6,49708.4,49420.91,47060.12375,2097.03026454872
2024-01-07 12:00:00,11733.51,1669.23,6178.31,1304.07,13475.33,3217.23,7171.86,1306.86,46056.41,2024,1,7,12,6,47622.6,47904.64,46983.114166666666,2098.6043869074583
2024-01-07 13:00:00,11634.62,1563.95,6190.03,1279.2,12979.91,3112.38,6875.87,1256.63,44892.59,2024,1,7,13,6,46056.41,46230.02,46927.38791666666,2136.879470896541
2024-01-07 14:00:00,11534.87,1530.11,6171.92,1253.06,12529.06,3089.67,6626.1,1205.37,43940.16,2024,1,7,14,6,44892.59,44861.67,46888.99166666667,2183.383858269946
2024-01-07 15:00:00,11466.48,1419.16,6122.47,1222.21,12156.06,3204.89,6519.35,1166.93,43277.54,2024,1,7,15,6,43940.16,44171.37,46851.748750000006,2238.6780207161623
2024-01-07 16:00:00,11527.11,1399.54,6111.0,1211.25,12014.11,3207.06,6644.47,1152.63,43267.17,2024,1,7,16,6,43277.54,44038.46,46819.611666666664,2285.858678570755
2024-01-07 17:00:00,11687.85,1466.18,6175.35,1226.18,12241.98,3212.49,6842.03,1172.17,44024.23,2024,1,7,17,6,43267.17,44536.37,46798.2725,2310.3593281250614
2024-01-07 18:00:00,12158.11,1597.6,6213.94,1256.43,13031.68,3353.23,7241.24,1207.0,46059.24,2024,1,7,18,6,44024.23,45837.96,46807.4925,2306.7991555499125
2024-01-07 19:00:00,12657.81,1743.16,6338.59,1318.27,13944.0,3515.17,7650.51,1280.03,48447.54,2024,1,7,19,6,46059.24,47800.05,46834.47125,2322.644022339024
2024-01-07 20:00:00,12697.99,1794.42,6294.2,1347.37,14182.23,3456.87,7709.51,1296.82,48779.4,2024,1,7,20,6,48447.54,48079.17,46863.6475,2343.265777874723
2024-01-07 21:00:00,12546.37,1796.97,6309.44,1339.21,14119.47,3525.76,7594.35,1297.3,48528.87,2024,1,7,21,6,48779.4,48363.26,46870.54791666667,2348.112648016246
2024-01-07 22:00:00,12258.23,1778.36,6371.54,1313.6,13792.25,3441.13,7346.98,1288.1,47590.18,2024,1,7,22,6,48528.87,48073.62,46850.40458333333,2339.400787115469
2024-01-07 23:00:00,11743.25,1692.43,6207.23,1205.64,13131.81,3299.18,6954.08,1236.65,45470.26,2024,1,7,23,6,47590.18,47435.8,46768.50708333333,2352.384982618233
2024-01-08 00:00:00,11296.46,1623.17,6114.45,1179.11,12541.27,3093.89,6570.26,1192.87,43611.48,2024,1,8,0,0,45470.26,46581.08,46644.77375,2439.1703867162087
2024-01-08 01:00:00,10872.93,1542.88,5955.42,1208.3,12084.33,3004.15,6267.2,1145.65,42080.86,2024,1,8,1,0,43611.48,45273.55,46511.745,2599.030208934994
2024-01-08 02:00:00,10690.14,1526.35,5945.12,1193.24,11847.37,2868.91,6087.08,1126.13,41284.35,2024,1,8,2,0,42080.86,44959.74,46358.60375,2795.3231108808554
